原始行号,说话人,文本内容,source,BERTopic主题ID_Erlangshen,事件ID_Hybrid_V5,是否为新事件开始_Hybrid_V5
2384,江潮,马上将要迎来巨大的竞争。,73,0,314,FALSE
2385,江潮,所以你们铺货的速度还得再加快一点。,73,0,314,FALSE
2386,许野,我们也想加快速度，,73,-1,314,FALSE
2387,许野,主要是没什么背景。,73,-1,314,FALSE
2388,江潮,不瞒你说啊，,73,0,315,TRUE
2389,江潮,我是复大经济学院的院长，,73,0,315,FALSE
2390,江潮,你可以在官网上查到我的资料。,73,0,315,FALSE
2391,江潮,呃，,73,-1,315,FALSE
2392,江潮,你可以把你想要优先铺货的学校名单给我一份。,73,-1,315,FALSE
2393,江潮,我自认，,73,1,315,FALSE
2394,江潮,还有一些人脉，可以帮你联系一下。,73,1,315,FALSE
2395,许野,多谢江叔叔。,73,0,315,FALSE
2396,江潮,不用谢，,73,-1,316,TRUE
2397,江潮,我做这些都是为了我的女儿。,73,-1,316,FALSE
2398,江潮,我知道你对投资很感兴趣。,73,0,316,FALSE
2399,江潮,如果需要的话，,73,-1,316,FALSE
2400,江潮,我可以帮你多介绍一些这方面的资源。,73,-1,316,FALSE
2401,许野,江叔叔，,73,0,316,FALSE
2402,许野,你放心吧，,73,0,316,FALSE
2403,许野,我肯定不会让江薇吃亏的，,73,0,316,FALSE
2404,许野,我会尽全力缓和你们的误会。,73,0,316,FALSE
2405,江潮,那真是太感谢了。,73,-1,316,FALSE
2406,陈青青,陈青青，,74,-1,316,FALSE
2407,陈青青,你真是个大笨蛋，,74,-1,316,FALSE
2408,陈青青,连公交车都不会坐，,74,-1,316,FALSE
2409,陈青青,还说你自己不是个路痴。,74,-1,316,FALSE
2410,npc,嘿嘿嘿嘿美女美女。,74,1,316,FALSE
2411,陈青青,你别过来！,74,0,317,TRUE
2412,许野,诶，青青。,74,0,317,FALSE
2413,陈青青,许野，我好害怕，你来接我好不好？,74,0,317,FALSE
2414,许野,现在在哪？,74,2,317,FALSE
2415,许野,等我，,74,-1,317,FALSE
2416,许野,我马上到。,74,-1,317,FALSE
2417,陈青青,许野，你怎么才来啊？,74,-1,317,FALSE
2418,许野,青青，,74,0,317,FALSE
2419,许野,你没事吧？,74,0,317,FALSE
2420,陈青青,我今天六点半就起床了，,74,0,318,TRUE
2421,陈青青,我，我想给你个惊喜来着，,74,0,318,FALSE
2422,陈青青,可是我连公交车都不会坐，,74,0,318,FALSE
2423,陈青青,我真是个路痴，,74,0,318,FALSE
2424,陈青青,我好笨。,74,0,318,FALSE
2425,许野,好了，不哭了啊，,74,-1,318,FALSE
2426,许野,有我在呢，,74,-1,318,FALSE
2427,许野,我先送你去酒店，,74,-1,318,FALSE
2428,许野,好不好？,74,-1,318,FALSE
2429,许野,带换洗的衣服了吗？,75,0,318,FALSE
2430,陈青青,嗯。,75,7,318,FALSE
2431,许野,那你赶紧洗个热水澡，,75,1,319,TRUE
2432,许野,今晚好好休息啊，,75,1,319,FALSE
2433,许野,好了，不哭了啊。,75,1,319,FALSE
2434,许野,有我在呢。,75,0,319,FALSE
2435,陈青青,可是他就开了一间房，,75,-1,319,FALSE
2436,陈青青,今天不会也要住在这里吧。,75,-1,319,FALSE
2437,许野,洗好了，过来，我帮你吹头，,75,0,319,FALSE
2438,许野,脸怎么这么红啊，,75,0,319,FALSE
2439,许野,是不是发烧了呀？,75,0,319,FALSE
2440,陈青青,水温太烫了。,75,1,319,FALSE
2441,许野,没发烧就行。,75,1,320,TRUE
2442,许野,你下次可不能再这样了。,75,1,320,FALSE
2443,许野,我今天上午出去办点事儿，,75,0,320,FALSE
2444,许野,你给我打电话的时候，,75,0,320,FALSE
2445,许野,我刚好回来，,75,0,320,FALSE
2446,许野,我要是没回来，,75,0,320,FALSE
2447,许野,我没办法，,75,0,320,FALSE
2448,许野,第一时间赶到你面前的。,75,0,320,FALSE
2449,陈青青,我知道了。,75,1,320,FALSE
2450,许野,怎么还光着脚呢？,75,-1,321,TRUE
2451,许野,哎。,75,1,321,FALSE
2452,陈青青,你干什么？,75,2,322,TRUE
2453,陈青青,我答应过我妈的，,75,0,322,FALSE
2454,陈青青,现在还不行。,75,0,322,FALSE
2455,许野,给你穿袜子，,76,1,323,TRUE
2456,许野,怕你感冒了。,76,1,323,FALSE
2457,陈青青,我自己来。,76,1,323,FALSE
2458,许野,别动，我来。,76,0,324,TRUE
2459,陈青青,看什么呀？别看。,76,1,324,FALSE
2460,许野,这看两眼，还不让看了。,76,-1,324,FALSE
2461,许野,我刚才差点没忍住，,76,0,324,FALSE
2462,许野,想亲一口。,76,0,324,FALSE
2463,陈青青,大色狼，你离我远点儿。,76,0,324,FALSE
2464,许野,那行，,76,0,325,TRUE
2465,许野,那我先回宿舍洗个澡，,76,0,325,FALSE
2466,许野,换身衣服，,76,0,325,FALSE
2467,许野,待会我给你送饭，,76,0,325,FALSE
2468,许野,顺便再给你拿一个卫衣。,76,0,325,FALSE
2469,许野,一会儿啊，,76,0,325,FALSE
2470,许野,我给你发消息，,76,0,325,FALSE
2471,许野,你再开门，,76,0,325,FALSE
2472,许野,陌生人敲门，,76,0,325,FALSE
2473,许野,千万别开。,76,0,325,FALSE
2474,陈青青,嗯，,76,1,325,FALSE
2475,陈青青,我知道了。,76,1,325,FALSE
2476,许野,待会儿要是冷的话，,76,-1,325,FALSE
2477,许野,把空调的温度再提高一下。,76,-1,325,FALSE
2478,陈青青,我知道了，,76,0,325,FALSE
2479,许野,我喜欢你。,76,-1,326,TRUE
2480,陈青青,我知道啊。,76,1,326,FALSE
2481,许野,我可没开玩笑哦，,76,-1,326,FALSE
2482,许野,那我先走了。,76,-1,326,FALSE
2483,陈青青,我也有一点喜欢你，一点点。,76,1,326,FALSE
2484,npc,这女生谁啊？真漂亮。,76,1,327,TRUE
2485,npc,不知道啊，,76,0,327,FALSE
2486,npc,肯定不是我们学校的。这许野，不是和校花江薇在一起吗？,76,0,327,FALSE
2487,npc,不是，,76,0,327,FALSE
2488,npc,这家伙身边为什么都是美女啊？,76,0,327,FALSE
2489,陈青青,许野，,76,0,328,TRUE
2490,陈青青,你觉得我跟江薇谁更好看？,76,0,328,FALSE
2491,陈青青,许野，,77,0,328,FALSE
2492,陈青青,你觉得我跟江薇谁更好看呢？,77,0,328,FALSE
2493,许野,当然是你好看了，,77,0,328,FALSE
2494,许野,怎么，吃醋了？,77,0,328,FALSE
2495,陈青青,才没有吃醋呢，你把手放开。,77,-1,328,FALSE
2496,许野,江薇和我是合伙人，,77,0,329,TRUE
2497,许野,我们一起做生意，,77,0,329,FALSE
2498,许野,平常走的比较近，,77,0,329,FALSE
2499,许野,所以大家难免会误会我们谈恋爱。,77,0,329,FALSE
2500,许野,今天刚好可以向大家证明一下，,77,-1,329,FALSE
2501,许野,你才是我女朋友。,77,-1,329,FALSE
2502,陈青青,我才不是你女朋友。,77,-1,329,FALSE
2503,许野,知道了，知道了，,77,1,330,TRUE
2504,许野,我朋友都在办公室那边，带你去介绍认识一下。,77,1,330,FALSE
2505,许野,嗯。,77,7,330,FALSE
2506,npc,这许野还真是厉害，,77,-1,331,TRUE
2507,npc,和这么多高校居然都有关系。,77,-1,331,FALSE
2508,npc,按照这样的话，,77,-1,331,FALSE
2509,npc,他将成为全国高校最大的无人售卖机之王。,77,-1,331,FALSE
2510,npc,哎，,77,0,331,FALSE
2511,npc,伟哥，,77,0,331,FALSE
2512,npc,这许野他真有女朋友？,77,0,331,FALSE
2513,秦志伟,嗯。,77,7,331,FALSE
2514,npc,比江薇还好看？,77,-1,332,TRUE
2515,秦志伟,差不多吧，,77,1,332,FALSE
2516,秦志伟,反正都很漂亮。,77,1,332,FALSE
2517,npc,我不信，江薇那样的美女，,77,0,332,FALSE
2518,npc,那已经很少见了，,77,0,332,FALSE
2519,npc,还哪有那么多美女，,77,0,332,FALSE
2520,npc,还跟许野也都有关系啊。,77,0,332,FALSE
2521,许野,各位，给大家介绍一下，,77,0,332,FALSE
2522,许野,这是我女朋友陈晶晶。,77,0,332,FALSE
2523,许野,这是我女朋友陈青青。,78,0,332,FALSE
2524,npc,欢迎欢迎欢迎欢迎欢迎欢迎。,78,-1,332,FALSE
2525,杨飞,这小子上辈子积什么德了，,78,-1,332,FALSE
2526,杨飞,还真有这么好看的女朋友。,78,-1,332,FALSE
2527,陈青青,你们好。,78,1,332,FALSE
2528,许野,这是张信舟，李同文。笑最猥琐这一个，叫杨飞。,78,0,333,TRUE
2529,许野,秦志伟，伟哥，,78,-1,333,FALSE
2530,许野,你也认识。江薇呢？,78,-1,333,FALSE
2531,许野,她去哪儿了？,78,2,333,FALSE
2532,张信舟,他刚才有事出去了，,78,0,333,FALSE
2533,张信舟,不知道去哪了。,78,0,333,FALSE
2534,许野,那我也出去一趟。,78,1,333,FALSE
2535,江薇,你说有关于许野的事情是什么情况啊？,78,0,333,FALSE
2536,顾梦瑶,我是许野的前女友，,78,-1,333,FALSE
2537,江薇,嗯。,78,7,333,FALSE
2538,顾梦瑶,他其实就是一个彻头彻尾的渣男，,78,0,334,TRUE
2539,顾梦瑶,他脚踏两只船，,78,0,334,FALSE
2540,顾梦瑶,我和他的关系都还没结束，,78,0,334,FALSE
2541,顾梦瑶,他就找到了新的女朋友。,78,0,334,FALSE
2542,江薇,然后呢？,78,8,334,FALSE
2543,顾梦瑶,我知道你在和他谈恋爱，,78,0,334,FALSE
2544,顾梦瑶,但他现在还有别的女朋友，,78,0,334,FALSE
2545,顾梦瑶,而且他们现在就在学校里面。,78,0,334,FALSE
2546,江薇,所以呢？,78,4,335,TRUE
2547,顾梦瑶,你这怎么忍得下去，,78,-1,335,FALSE
2548,顾梦瑶,你可是校花呀，,78,-1,335,FALSE
2549,顾梦瑶,他都脚踏两只船了。,78,-1,335,FALSE
2550,江薇,那我应该怎么做啊？,78,0,335,FALSE
2551,顾梦瑶,我知道他在哪，,78,0,335,FALSE
2552,顾梦瑶,我带你去捉奸，,78,0,335,FALSE
2553,顾梦瑶,我要让所有人都知道，,78,0,335,FALSE
2554,顾梦瑶,他其实就是一个渣男。,78,0,335,FALSE
2555,许野,怎么样？,79,8,336,TRUE
2556,许野,现在安心了吧。,79,1,336,FALSE
2557,陈青青,安心什么，跟我又没关系。,79,1,336,FALSE
2558,许野,你是我女朋友，,79,0,336,FALSE
2559,许野,怎么跟你没关系了。,79,0,336,FALSE
2560,陈青青,我还没有答应你呢。,79,-1,336,FALSE
2561,npc,你看那，快看快看快看快看，,79,-1,336,FALSE
2562,npc,这也太浪漫了吧。,79,-1,336,FALSE
2563,许野,陈青青，,79,-1,336,FALSE
2564,许野,我喜欢你，做我女朋友吧。,79,-1,336,FALSE
2565,npc,好漂亮的女生啊，,79,0,337,TRUE
2566,npc,她是我们学校的吗？,79,0,337,FALSE
2567,npc,在一起，在一起，,79,1,337,FALSE
2568,npc,在一起，,79,1,337,FALSE
2569,npc,在一起，在一起，在一起，在一起，在一起，在一起。,79,1,337,FALSE
2570,许野,你这是答应了？,79,-1,337,FALSE
2571,陈青青,起来再说。,79,0,337,FALSE
2572,许野,你先回答我答不答应。,79,1,338,TRUE
2573,陈青青,我答应你，起来起来。,79,0,338,FALSE
2574,许野,这可是你说的，你不许反悔啊。,79,1,338,FALSE
2575,陈青青,就知道欺负我。,79,0,338,FALSE
2576,陈青青,我什么时候欺负你了。,79,0,338,FALSE
2577,顾梦瑶,许野，,79,-1,338,FALSE
2578,顾梦瑶,你就是个渣男，,79,-1,338,FALSE
2579,顾梦瑶,脚踏两只船。,79,-1,338,FALSE
2580,许野,顾梦瑶、,79,0,338,FALSE
2581,许野,江薇。,79,0,338,FALSE
2582,顾梦瑶,陈青青，,79,0,339,TRUE
2583,顾梦瑶,你别相信他，,79,0,339,FALSE
2584,顾梦瑶,他就是个渣男。,79,0,339,FALSE
2585,顾梦瑶,他跟你在一起的时候和我都还没有分开呢。,79,0,339,FALSE
2586,顾梦瑶,大家赶紧过来看啊，,79,-1,339,FALSE
2587,顾梦瑶,这个人玩弄别人的感情，,79,-1,339,FALSE
2588,顾梦瑶,脚踏两只船，,79,-1,339,FALSE
2589,顾梦瑶,简直就是个人渣。,79,-1,339,FALSE
2590,许野,顾梦瑶，,80,0,339,FALSE
2591,许野,你疯了吧，,80,0,339,FALSE
2592,许野,咱们什么时候在一起过。,80,0,339,FALSE
2593,顾梦瑶,你之前一直追求我，,80,-1,340,TRUE
2594,顾梦瑶,我也没有拒绝，谁让你去追别的女生的？,80,-1,340,FALSE
2595,顾梦瑶,再说了，,80,-1,340,FALSE
2596,顾梦瑶,你都跟你们学校的校花在一起了，,80,-1,340,FALSE
2597,顾梦瑶,居然还去跟音乐学校的校花在一起？,80,-1,340,FALSE
2598,顾梦瑶,这不是脚踏两只船是什么？,80,-1,340,FALSE
2599,顾梦瑶,大家赶紧曝光。,80,-1,340,FALSE
2600,npc,还有这种瓜啊，,80,-1,341,TRUE
2601,npc,这不是许野吗？,80,-1,341,FALSE
2602,npc,那个水果店的老板，,80,-1,341,FALSE
2603,npc,可是风云人物呢。,80,-1,341,FALSE
2604,npc,果然啊男人有钱就变坏。,80,-1,341,FALSE
2605,顾梦瑶,你现在看清楚他的为人了吧，,80,0,342,TRUE
2606,顾梦瑶,他根本就是有女朋友的。,80,0,342,FALSE
2607,江薇,我一直都知道他有女朋友，,80,0,342,FALSE
2608,江薇,但是他有女朋友跟他的为人有什么关系啊？,80,0,342,FALSE
2609,顾梦瑶,你是他女朋友啊，,80,-1,343,TRUE
2610,顾梦瑶,他出轨了。,80,-1,343,FALSE
2611,江薇,谁跟你说我是他女朋友的？,80,0,343,FALSE
2612,顾梦瑶,你不是他女朋友啊？,80,-1,343,FALSE
2613,江薇,你就是许野的女朋友吧，,80,0,343,FALSE
2614,江薇,一直听许野提起过你，,80,0,343,FALSE
2615,江薇,只是你这么漂亮，,80,0,343,FALSE
2616,江薇,怎么会看上这么丑的人啊？,80,0,343,FALSE
2617,顾梦瑶,嗯，,80,0,343,FALSE
2618,顾梦瑶,耍我？,80,0,343,FALSE
2619,陈青青,我也听许野说起过你。,80,-1,343,FALSE
2620,许野,江薇，别以为你是我的合作伙伴就可以,80,1,343,FALSE
2621,许野,胡乱说话。,80,1,343,FALSE
2622,npc,江大校花没跟许野在一起？,80,0,344,TRUE
2623,npc,不是，到底谁说他们在一起的？,80,0,344,FALSE
2624,npc,对啊，,80,1,344,FALSE
2625,npc,他们在校园内从来没有亲密动作的。,80,1,344,FALSE
2626,npc,我一直以为大家磕 CP 呢。那，这个人是谁啊？,80,0,344,FALSE
2627,npc,她是我们学校的吗？,80,0,344,FALSE
2628,江薇,你不是我们学校的吧，,81,0,344,FALSE
2629,江薇,混入我们学校，,81,0,344,FALSE
2630,江薇,就是为了栽赃陷害别人吗？,81,0,344,FALSE
2631,npc,对啊，,81,-1,345,TRUE
2632,npc,这到底怎么回事啊，,81,-1,345,FALSE
2633,npc,我差点被他骗了。,81,-1,345,FALSE
2634,npc,我就说我就说许野肯定不会做出那样的事。,81,0,345,FALSE
2635,npc,对，,81,0,345,FALSE
2636,npc,当时有很多人都追他，,81,0,345,FALSE
2637,npc,他连微信都改成了。,81,0,345,FALSE
2638,npc,已有女友。,81,1,345,FALSE
2639,npc,我朋友就是许野班的，,81,0,345,FALSE
2640,npc,他对许野可是赞不绝口。,81,0,345,FALSE
2641,顾梦瑶,我本来就没有胡说，,81,-1,345,FALSE
2642,顾梦瑶,你当初一直都在追求我，,81,-1,345,FALSE
2643,顾梦瑶,结果后来突然就有女朋友了，,81,-1,345,FALSE
2644,顾梦瑶,这不是出轨是什么呀？,81,-1,345,FALSE
2645,江薇,别人一直追求你，,81,0,345,FALSE
2646,江薇,你却吊着他，,81,0,345,FALSE
2647,江薇,他连放弃追求你的权利都没有吗？,81,0,345,FALSE
2648,江薇,你看上的都是什么货色呀，之前。,81,0,345,FALSE
2649,许野,还能因为什么呀，眼瞎了呗。,81,-1,345,FALSE
2650,顾梦瑶,哎呀，,81,0,345,FALSE
2651,顾梦瑶,许野，,81,0,345,FALSE
2652,顾梦瑶,我知道错了，,81,0,345,FALSE
2653,顾梦瑶,我知道你还是爱着我的。,81,0,345,FALSE
2654,顾梦瑶,你当初追了我三年，,81,0,345,FALSE
2655,顾梦瑶,你现在肯定也还是爱着我的，,81,0,345,FALSE
2656,顾梦瑶,我们重新开始好不好？,81,0,345,FALSE
2657,顾梦瑶,你让我做什么，,81,1,345,FALSE
2658,顾梦瑶,我就去做什么，,81,1,345,FALSE
2659,顾梦瑶,我什么都听你的。,81,1,345,FALSE
2660,许野,我让你做什么，,81,0,345,FALSE
2661,许野,你就做什么？,81,0,345,FALSE
2662,顾梦瑶,嗯。,81,7,345,FALSE
2663,许野,那现在就请你从这里离开，,81,0,346,TRUE
2664,许野,永远消失在我的视线范围之内。,81,0,346,FALSE
2665,顾梦瑶,我不相信，我不相信你现在对我一点儿感觉都没有。,82,-1,346,FALSE
2666,许野,我许野只爱陈青青一个，,82,0,346,FALSE
2667,许野,以前是，现在是，以后也是。,82,0,346,FALSE
2668,npc,我算是看明白了，,82,0,346,FALSE
2669,npc,这个女人先前一直吊着许野，,82,0,346,FALSE
2670,npc,现在许野混好了，,82,0,346,FALSE
2671,npc,又反过来追许野，,82,0,346,FALSE
2672,npc,脸皮这么厚，,82,0,346,FALSE
2673,npc,现在知道死缠烂打了，,82,0,346,FALSE
2674,npc,还捕风捉影，,82,0,346,FALSE
2675,npc,栽赃陷害。,82,0,346,FALSE
2676,顾梦瑶,你们都给我闭嘴，,82,-1,346,FALSE
2677,顾梦瑶,你们都知道什么呀，,82,-1,346,FALSE
2678,顾梦瑶,跟你们有什么关系啊？,82,-1,346,FALSE
2679,顾梦瑶,许野，,82,0,346,FALSE
2680,顾梦瑶,你有什么了不起的，,82,0,346,FALSE
2681,顾梦瑶,不就是开了个破水果店吗？,82,0,346,FALSE
2682,顾梦瑶,追我的人那么多，,82,0,346,FALSE
2683,顾梦瑶,我肯定能找到比你更高的，,82,0,346,FALSE
2684,江薇,就凭你？,82,-1,347,TRUE
2685,江薇,许野现在可是信野商贸集团的董事长，,82,0,347,FALSE
2686,江薇,旗下的无人售货机遍布四十多所高校，,82,0,347,FALSE
2687,江薇,每个月的收益都有数百万。,82,0,347,FALSE
2688,npc,每个月收益数百万？,82,0,347,FALSE
2689,顾梦瑶,数百万？,82,0,347,FALSE
2690,npc,这也太多了吧。,82,1,348,TRUE
2691,许野,江薇，,82,0,348,FALSE
2692,许野,虽然咱们是朋友，,82,0,348,FALSE
2693,许野,但你下次说话注意点，,82,0,348,FALSE
2694,许野,你把我的台词都说了，,82,0,348,FALSE
2695,许野,我说什么呀？,82,0,348,FALSE
2696,许野,是吧。,82,1,348,FALSE
2697,npc,您好，,82,-1,348,FALSE
2698,npc,我们是市里新闻局的，,82,-1,348,FALSE
2699,npc,您是信野商贸集团的董事长许野吗？,82,-1,348,FALSE
2700,许野,是我。,82,1,348,FALSE
2701,npc,太好了，,83,0,349,TRUE
2702,npc,终于找到您了。,83,0,349,FALSE
2703,npc,市里想要给您做一个访谈，,83,0,349,FALSE
2704,npc,到时候参选全国十大杰出青年，,83,0,349,FALSE
2705,npc,您今天有时间配合,83,0,349,FALSE
2706,npc,我们做一下访谈吗？,83,0,349,FALSE
2707,陈青青,你要不……,83,-1,349,FALSE
2708,许野,改天吧，,83,0,350,TRUE
2709,许野,今天我要陪我女朋友。,83,0,350,FALSE
2710,许野,这是我的名片，,83,0,350,FALSE
2711,许野,明天可以到我办公室来找我。,83,0,350,FALSE
2712,npc,好的，,83,-1,350,FALSE
2713,npc,那我们明天见。,83,-1,350,FALSE
2714,npc,这可是全国十大杰出青年啊，,83,0,350,FALSE
2715,npc,这也太厉害了吧。,83,0,350,FALSE
2716,npc,他的未来前途无量，,83,-1,350,FALSE
2717,npc,事业爱情双丰收，,83,-1,350,FALSE
2718,npc,真羡慕啊。,83,-1,350,FALSE
2719,许野,我知道一个特别好玩的地方，,83,0,351,TRUE
2720,许野,我带你去。,83,0,351,FALSE
2721,顾梦瑶,月收入数百万，,83,0,351,FALSE
2722,顾梦瑶,全国十大几出青年，,83,0,351,FALSE
2723,顾梦瑶,凭什么他离开我之后能过得这么好。,83,0,351,FALSE
2724,顾梦瑶,明明一年多以前，,83,-1,351,FALSE
2725,顾梦瑶,他只是我身边的一个舔狗，,83,-1,351,FALSE
2726,顾梦瑶,一个备胎。,83,-1,351,FALSE
2727,npc,老许，,84,0,352,TRUE
2728,npc,你可真厉害啊，,84,0,352,FALSE
2729,npc,你家许野都那么厉害了，,84,0,352,FALSE
2730,npc,你还一声不响呢。,84,0,352,FALSE
2731,许向东,领导。,84,0,352,FALSE
2732,npc,向东啊，我一直觉得你挺有能力的，,84,0,352,FALSE
2733,npc,像你这样有能力的人，,84,0,352,FALSE
2734,npc,我一向是很看重的。,84,0,352,FALSE
2735,许向东,是，是，谢谢领导，,84,1,352,FALSE
2736,许向东,我一定会好好努力的。,84,1,352,FALSE
2737,npc,下班别着急走，,84,-1,352,FALSE
2738,npc,有个饭局，,84,-1,352,FALSE
2739,npc,记得跟我参加一下。,84,-1,352,FALSE
2740,许向东,好的，,84,1,353,TRUE
2741,许向东,领导。,84,1,353,FALSE
2742,许向东,你赶紧给我好好说，,84,8,353,FALSE
2743,许向东,到底怎么回事啊？,84,8,353,FALSE
2744,npc,你还不知道？来，,84,1,353,FALSE
2745,npc,你自己看。,84,1,353,FALSE
2746,许向东,全国十大杰出青年。,84,-1,354,TRUE
2747,许向东,许野？,84,2,354,FALSE
2748,许向东,哎呀，,84,0,354,FALSE
2749,许向东,真是我儿子啊。,84,0,354,FALSE
2750,npc,对呀。,84,1,354,FALSE
2751,许向东,我得跟他妈说一声。,84,0,355,TRUE
2752,许向东,哎，,84,0,355,FALSE
2753,许向东,老婆，,84,0,355,FALSE
2754,许向东,咱儿子上新闻了！,84,0,355,FALSE
2755,陈寒松,一个毫无背景的普通人，,84,0,355,FALSE
2756,陈寒松,居然能够在大一的时候成为全国十大杰出青年。美琳啊，,84,0,355,FALSE
2757,陈寒松,你知道许野现在是全国十大杰出青年吗？,84,0,355,FALSE
2758,江美琳,我管他是不是全国十大杰出青年，,84,0,355,FALSE
2759,江美琳,我只知道我的女儿喜欢她。,84,0,355,FALSE
2760,许野,喂，,84,0,355,FALSE
2761,许野,江阿姨。,84,0,355,FALSE
2762,江美琳,小许啊，这次寒假回来，,84,0,355,FALSE
2763,江美琳,咱们两家见一下吧，,84,0,355,FALSE
2764,江美琳,你跟青青都谈这么久了，,84,0,355,FALSE
2765,江美琳,双方父母也该见面了，你觉得呢？,84,0,355,FALSE
2766,许野,妈，都听您的。,84,0,355,FALSE
2767,陈青青,什么妈，别乱叫。,84,0,355,FALSE
2768,陈青青,这是我妈不是你妈。,84,-1,355,FALSE
2769,许野,都一样，都一样嘛。,84,1,356,TRUE
2770,许野,这马上就要见公婆了，,84,-1,356,FALSE
2771,许野,怎么样，紧张吗？,84,-1,356,FALSE
2772,陈青青,我才不紧张呢。,84,1,356,FALSE
2773,许野,真的吗？,84,-1,357,TRUE
2774,许野,我早就把你的照片发给我妈了。,84,0,357,FALSE
2775,陈青青,那，那他们怎么说？,84,0,357,FALSE
2776,许野,你猜。,84,1,357,FALSE
2777,陈青青,许野。,84,0,358,TRUE
2778,许野,放心吧，我爸妈他们都很喜欢你的。,84,1,358,FALSE
2779,陈青青,真的？,84,-1,358,FALSE
2780,许野,当然是真的。,84,1,359,TRUE
2781,许野,妈，爸，,85,-1,359,FALSE
2782,许野,我把您未来儿媳妇领回来了啊。,85,-1,359,FALSE
2783,张虹,哎呦。,85,1,359,FALSE
2784,陈青青,阿姨好，,85,0,360,TRUE
2785,陈青青,叔叔好。,85,0,360,FALSE
2786,张虹,哎，好。,85,1,360,FALSE
2787,许向东,你好，你好。,85,1,360,FALSE
2788,张虹,哎哟，这姑娘长得比照片上还漂亮。,85,0,361,TRUE
2789,张虹,你长得这么漂亮，,85,-1,361,FALSE
2790,张虹,怎么看上我儿子了？,85,-1,361,FALSE
2791,许野,哎，,85,0,362,TRUE
2792,许野,妈，,85,0,362,FALSE
2793,许野,我怎么了呀？,85,0,362,FALSE
2794,许野,我好歹也是全国十大杰出青年，,85,-1,362,FALSE
2795,许野,那外面的人，,85,-1,362,FALSE
2796,许野,都喊我许总呢。,85,-1,362,FALSE
2797,张虹,你在外面是你的许总，在家里，,85,0,362,FALSE
2798,张虹,你也是许总啊？,85,0,362,FALSE
2799,许野,开玩笑，开玩笑，,85,-1,362,FALSE
2800,许野,那在家里我不还是您儿子吗？,85,-1,362,FALSE
2801,张虹,哎，,85,-1,362,FALSE
2802,张虹,姑娘，,85,-1,362,FALSE
2803,张虹,你父母怎么没一起来呢？,85,-1,362,FALSE
2804,许野,陈叔叔和江阿姨一会儿就到。,85,-1,363,TRUE
2805,张虹,没事儿，没事儿的，,85,0,363,FALSE
2806,张虹,主要是我和老许啊，,85,0,363,FALSE
2807,张虹,急着见儿媳妇呢。来早了，,85,0,363,FALSE
2808,张虹,来早了。,85,0,363,FALSE
2809,陈寒松,你这次特地跑回来，,86,-1,363,FALSE
2810,陈寒松,就是为了给我看这账号啊？,86,-1,363,FALSE
2811,许野,你可还记得咱们的赌注吗？,86,-1,363,FALSE
2812,许野,现在你可欠我一个条件。,86,1,363,FALSE
2813,陈寒松,我不是答应你跟青青在一起了，,86,0,363,FALSE
2814,陈寒松,再也不干涉你们的恋爱。,86,0,363,FALSE
2815,陈寒松,但我警告你啊，,86,-1,363,FALSE
2816,陈寒松,你要是对青青不好，,86,-1,363,FALSE
2817,陈寒松,我绝不会轻易放过你。,86,-1,363,FALSE
2818,许野,青青是跟江阿姨的，,86,0,363,FALSE
2819,许野,而江阿姨一直都支持我们在一起，,86,0,363,FALSE
2820,许野,你反对也没用。,86,0,363,FALSE
2821,陈寒松,你。那你说，什么条件？,86,1,363,FALSE
2822,许野,我要你和江阿姨复婚。,86,0,363,FALSE
2823,陈寒松,复婚？,86,2,363,FALSE
2824,许野,我知道你和江阿姨还是有感情的，,86,0,363,FALSE
2825,许野,你们各自离婚之后都没有再找，,86,0,363,FALSE
2826,许野,肯定是有复婚的想法。,86,0,363,FALSE
2827,陈寒松,我是有复婚的想法，,86,-1,363,FALSE
2828,陈寒松,但是美琳她根本不会答应。,86,-1,363,FALSE
2829,许野,不去做你怎么能知道呢？,86,0,363,FALSE
2830,许野,我给你写了一本恋爱秘籍，,86,-1,363,FALSE
2831,许野,你接下来就按照上面的去做。,86,-1,363,FALSE
2832,陈寒松,带着玫瑰花死缠烂打？,86,0,363,FALSE
2833,许野,陈叔叔，江阿姨，这是我爸妈。,86,-1,363,FALSE
2834,陈寒松,你们好啊，,86,-1,363,FALSE
2835,陈寒松,感谢你们生了一个这么优秀的儿子。,86,-1,363,FALSE
2836,张虹,哪里呀？,86,2,364,TRUE
2837,张虹,是你们呀，养了一个好女儿。,86,-1,364,FALSE
2838,张虹,我这都担心我儿子配不上你们家姑娘呢。,86,0,364,FALSE
2839,江美琳,怎么会呢？,86,8,364,FALSE
2840,陈寒松,我女儿青青的眼光啊确实不错，,86,0,364,FALSE
2841,陈寒松,就跟她妈一样，,86,0,364,FALSE
2842,陈寒松,确实错不了。,86,0,364,FALSE
2843,陈寒松,以后有空啊，,87,1,364,FALSE
2844,陈寒松,多聚聚。,87,1,364,FALSE
2845,许向东,一定一定。,87,1,364,FALSE
2846,陈寒松,那我们就先走了。,87,1,365,TRUE
2847,许向东,行，,87,0,365,FALSE
2848,许向东,有时间咱们再聚。,87,0,365,FALSE
2849,陈寒松,好。,87,1,365,FALSE
2850,江美琳,再见。,87,5,365,FALSE
2851,陈青青,叔叔再见，,87,0,365,FALSE
